Chili's Grill & Bar,ChIJnUty5A7aDIgRp5ch5ncYcVY,OPERATIONAL,bar restaurant food,"1905 N Prospect Ave, Champaign",2,4.1,1070
Illini Pub Cycle,ChIJWYicMwraDIgRgBmNTtWlBQE,OPERATIONAL,bar,"1040 W Bloomington Rd, Champaign",2,4.5,8
bar,ChIJe1i2ApjXDIgRySiC4yWxPoQ,OPERATIONAL,bar,"32 E Chester St, Champaign",2,0,0
The City Center,ChIJfXqNjDXXDIgRgn7WrqaNkM4,OPERATIONAL,bar,"505 S Chestnut St, Champaign",2,4.6,197
Kam's,ChIJ92Hl8D7XDIgRPkkCcwl_F3M,OPERATIONAL,bar,"102 E Green St STE 104, Champaign",1,3.1,205
QDOBA Mexican Eats,ChIJBWFBwz_XDIgRuGO4hJw9ULM,CLOSED_TEMPORARILY,bar restaurant food store,"1401 W Green St, Urbana",1,3.8,30
Styx,ChIJnzKOiSnXDIgRMVudtsrNsX0,OPERATIONAL,bar,"116 S Walnut St, Champaign",2,4.5,2
Nut Tree Inc,ChIJMWQEdDbXDIgRZXiYoL54tx4,OPERATIONAL,bar,"35 E Green St, Champaign",2,5,3
Glow,ChIJ253Kuv7RDIgRxBkuS8ikx4Q,OPERATIONAL,bar,"207 W Clark St, Champaign",2,1,1
VFW Post 5520,ChIJdcvRt6nQDIgRFEQ-_6ep1CY,OPERATIONAL,night_club bar,"609 Edgebrook Dr, Champaign",2,4.4,34
Watson's Shack & Rail,ChIJy1uli0zXDIgRSUh0W3v0IMg,OPERATIONAL,bar restaurant food,"211 N Neil St, Champaign",2,4.5,749
Hamilton Walker's,ChIJj7naiUzXDIgRysCvEK40uVY,OPERATIONAL,bar restaurant food,"201 N Neil St, Champaign",3,4.4,544
Baxters American Grille,ChIJZ-ILryzXDIgR_X61yZlYNbE,OPERATIONAL,bar restaurant food,"100 Trade, Center Dr, Champaign",2,4.4,424
